108年08月27日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
09:28:20,"1,080,070","19,744,923","1,336,858","9,475,743","184,221","912,419","20,938"
09:28:25,"1,082,176","19,720,723","1,340,201","9,477,376","184,560","913,402","20,979"
09:28:30,"1,084,303","19,717,824","1,343,826","9,479,480","184,821","914,297","21,023"
09:28:35,"1,086,458","19,722,433","1,347,077","9,473,125","185,105","915,865","21,053"
09:28:40,"1,087,896","19,719,252","1,349,942","9,502,403","185,460","916,885","21,095"
09:28:45,"1,089,649","19,711,681","1,352,906","9,496,717","185,817","919,469","21,132"
09:28:50,"1,091,418","19,711,929","1,355,815","9,498,854","186,113","920,398","21,173"
09:28:55,"1,092,462","19,740,235","1,358,302","9,530,396","186,432","921,890","21,213"
09:29:00,"1,094,161","19,761,214","1,361,256","9,519,877","186,743","923,254","21,244"
09:29:05,"1,097,326","19,742,057","1,365,578","9,519,664","187,083","925,308","21,297"
09:29:10,"1,099,268","19,754,765","1,368,868","9,514,387","187,425","926,476","21,342"
09:29:15,"1,100,928","19,747,630","1,371,736","9,519,641","187,740","927,727","21,374"
09:29:20,"1,103,032","19,714,241","1,374,818","9,479,381","188,082","929,474","21,415"
09:29:25,"1,105,022","19,742,620","1,377,962","9,518,089","188,385","930,888","21,457"
09:29:30,"1,106,380","19,760,102","1,380,478","9,531,880","188,625","932,047","21,489"
09:29:35,"1,107,801","19,732,469","1,383,066","9,483,865","188,907","932,982","21,520"
09:29:40,"1,109,544","19,727,278","1,386,130","9,518,673","189,169","933,953","21,540"
09:29:45,"1,111,422","19,720,492","1,388,985","9,514,190","189,426","934,995","21,568"
09:29:50,"1,113,439","19,731,906","1,392,008","9,527,705","189,672","935,726","21,595"
09:29:55,"1,114,673","19,745,305","1,394,554","9,522,089","189,953","936,507","21,619"
09:30:00,"1,116,308","19,763,124","1,397,280","9,521,251","190,241","937,488","21,652"
09:30:05,"1,120,103","19,715,526","1,402,271","9,532,998","190,756","942,098","21,724"
09:30:10,"1,122,616","19,736,588","1,406,089","9,536,995","191,101","943,552","21,758"
09:30:15,"1,124,608","19,753,316","1,409,371","9,542,342","191,400","945,214","21,792"
09:30:20,"1,126,784","19,766,542","1,412,900","9,524,573","191,725","946,282","21,823"
09:30:25,"1,129,250","19,772,377","1,416,532","9,531,941","192,067","947,908","21,855"
09:30:30,"1,131,218","19,802,807","1,419,606","9,548,311","192,333","950,053","21,881"
09:30:35,"1,132,879","19,828,173","1,422,466","9,574,564","192,607","951,325","21,916"
09:30:40,"1,134,771","19,781,035","1,425,589","9,532,082","192,900","952,413","21,948"
09:30:45,"1,136,777","19,805,344","1,428,886","9,540,180","193,242","953,464","21,984"
09:30:50,"1,138,429","19,841,559","1,431,859","9,572,998","193,576","955,473","22,042"
09:30:55,"1,140,832","19,826,675","1,435,441","9,573,924","193,948","957,343","22,081"
09:31:00,"1,142,475","19,828,331","1,438,109","9,577,639","194,178","958,250","22,112"
09:31:05,"1,145,282","19,831,288","1,441,880","9,525,499","194,517","960,580","22,170"
09:31:10,"1,148,170","19,763,105","1,446,029","9,521,195","194,838","962,323","22,209"
09:31:15,"1,150,516","19,813,900","1,449,846","9,559,080","195,160","963,960","22,241"
09:31:20,"1,152,465","19,828,383","1,453,073","9,567,943","195,496","965,325","22,273"
09:31:25,"1,154,395","19,819,227","1,456,425","9,550,779","195,786","967,247","22,304"
09:31:30,"1,155,800","19,829,417","1,459,043","9,566,193","196,065","968,100","22,340"
09:31:35,"1,157,882","19,839,783","1,462,398","9,552,706","196,362","969,070","22,381"
09:31:40,"1,160,067","19,811,389","1,465,778","9,537,901","196,671","970,054","22,417"
09:31:45,"1,162,256","19,844,047","1,469,060","9,571,083","197,059","972,874","22,476"
09:31:50,"1,164,627","19,849,068","1,472,701","9,542,591","197,371","974,204","22,513"
09:31:55,"1,166,730","19,829,217","1,475,652","9,528,176","197,647","975,428","22,537"
09:32:00,"1,168,384","19,857,915","1,478,432","9,555,825","197,962","976,741","22,564"
09:32:05,"1,170,227","19,879,758","1,481,605","9,560,603","198,279","978,578","22,602"
09:32:10,"1,172,012","19,880,196","1,484,537","9,564,219","198,684","980,468","22,653"
09:32:15,"1,173,335","19,877,164","1,486,990","9,596,893","199,045","981,908","22,687"
09:32:20,"1,175,456","19,885,278","1,490,274","9,583,106","199,496","984,409","22,738"
09:32:25,"1,176,683","19,914,675","1,492,576","9,596,103","199,802","989,303","22,769"
09:32:30,"1,178,394","19,912,865","1,495,363","9,609,690","200,140","990,533","22,801"
09:32:35,"1,179,857","19,859,643","1,497,939","9,582,467","200,448","992,349","22,838"
09:32:40,"1,181,825","19,889,614","1,501,268","9,594,071","200,750","994,331","22,872"
09:32:45,"1,182,973","19,901,661","1,503,538","9,600,161","201,026","995,390","22,899"
09:32:50,"1,184,424","19,917,220","1,506,094","9,608,556","201,262","996,135","22,924"
09:32:55,"1,185,470","19,882,303","1,508,227","9,594,028","201,536","997,699","22,951"
09:33:00,"1,186,983","19,904,626","1,510,750","9,613,430","201,843","998,982","22,981"
09:33:05,"1,188,739","19,904,333","1,513,690","9,610,585","202,096","1,000,106","23,006"
09:33:10,"1,190,837","19,906,629","1,516,945","9,627,032","202,366","1,000,881","23,032"
09:33:15,"1,192,244","19,910,365","1,519,742","9,635,822","202,631","1,001,573","23,053"
09:33:20,"1,194,244","19,896,495","1,522,903","9,612,463","202,900","1,002,521","23,090"
09:33:25,"1,195,971","19,901,459","1,525,768","9,647,032","203,174","1,004,028","23,113"
09:33:30,"1,197,713","19,916,684","1,528,645","9,643,281","203,491","1,005,623","23,145"
09:33:35,"1,199,722","19,942,401","1,531,785","9,623,189","203,763","1,006,558","23,169"
09:33:40,"1,200,709","19,959,647","1,533,991","9,648,380","204,020","1,007,223","23,187"
09:33:45,"1,202,338","19,938,548","1,536,784","9,651,738","204,412","1,009,350","23,230"
09:33:50,"1,204,031","19,920,212","1,539,618","9,616,708","204,778","1,011,292","23,270"
09:33:55,"1,205,775","19,925,535","1,542,661","9,608,088","205,129","1,012,680","23,306"
09:34:00,"1,207,255","19,933,639","1,545,321","9,653,353","205,427","1,014,088","23,335"
09:34:05,"1,208,586","19,954,029","1,547,918","9,650,538","205,718","1,015,781","23,364"
09:34:10,"1,210,237","19,940,120","1,550,655","9,637,311","206,015","1,016,741","23,393"
09:34:15,"1,212,066","19,937,710","1,553,547","9,642,139","206,272","1,017,707","23,418"
09:34:20,"1,213,328","19,896,273","1,556,183","9,606,636","206,506","1,018,702","23,444"
09:34:25,"1,214,934","19,927,176","1,559,028","9,642,800","206,780","1,020,148","23,474"
09:34:30,"1,217,082","19,917,038","1,562,451","9,620,920","207,110","1,021,527","23,508"
09:34:35,"1,218,385","19,948,042","1,564,945","9,645,766","207,431","1,022,399","23,538"
09:34:40,"1,220,043","19,922,333","1,567,879","9,643,459","207,694","1,023,560","23,567"
09:34:45,"1,221,697","19,913,148","1,570,552","9,605,054","207,962","1,024,659","23,591"
09:34:50,"1,223,345","19,914,855","1,573,421","9,612,645","208,216","1,025,928","23,614"
09:34:55,"1,224,732","19,946,506","1,575,940","9,643,779","208,409","1,026,438","23,627"
09:35:00,"1,226,231","19,953,257","1,578,629","9,674,443","208,703","1,028,017","23,655"
09:35:05,"1,228,498","19,951,377","1,582,259","9,652,602","208,975","1,029,432","23,688"
09:35:10,"1,230,118","19,932,543","1,585,033","9,655,882","209,252","1,030,777","23,719"
09:35:15,"1,231,988","19,944,897","1,588,034","9,658,209","209,598","1,032,225","23,756"
09:35:20,"1,234,178","19,946,831","1,591,485","9,688,750","209,939","1,034,808","23,796"
09:35:25,"1,235,674","19,875,944","1,594,254","9,618,095","210,278","1,035,787","23,823"
09:35:30,"1,237,823","19,879,003","1,597,615","9,648,620","210,569","1,036,901","23,855"
09:35:35,"1,239,484","19,927,275","1,600,380","9,661,847","210,850","1,038,029","23,883"
09:35:40,"1,241,480","19,936,575","1,603,562","9,677,230","211,107","1,039,372","23,912"
09:35:45,"1,243,206","19,928,650","1,606,557","9,670,913","211,428","1,041,310","23,945"
09:35:50,"1,244,801","19,964,692","1,609,324","9,670,051","211,679","1,042,000","23,967"
09:35:55,"1,246,800","19,933,138","1,612,395","9,660,306","211,955","1,043,445","23,996"
09:36:00,"1,248,034","19,949,247","1,614,958","9,677,869","212,183","1,044,389","24,015"
09:36:05,"1,249,509","19,950,411","1,617,626","9,690,864","212,555","1,046,061","24,044"
09:36:10,"1,250,990","19,955,155","1,620,198","9,695,896","212,872","1,047,043","24,081"
09:36:15,"1,252,541","19,958,545","1,622,853","9,695,388","213,354","1,049,254","24,131"
09:36:20,"1,254,432","19,907,829","1,625,818","9,683,082","213,725","1,051,472","24,183"
09:36:25,"1,256,118","19,945,536","1,628,699","9,707,308","213,991","1,052,842","24,216"
09:36:30,"1,257,573","19,956,751","1,631,381","9,721,012","214,319","1,054,932","24,260"
09:36:35,"1,258,704","19,960,566","1,633,646","9,711,609","214,698","1,056,424","24,301"
09:36:40,"1,260,744","19,979,301","1,636,981","9,721,881","215,206","1,058,641","24,348"
09:36:45,"1,262,252","19,989,108","1,639,655","9,738,475","215,545","1,060,498","24,386"
09:36:50,"1,263,478","20,001,944","1,642,034","9,740,024","215,833","1,062,127","24,425"
09:36:55,"1,265,167","20,000,234","1,644,743","9,716,737","216,195","1,063,916","24,462"
09:37:00,"1,266,756","19,989,347","1,647,782","9,734,287","216,562","1,065,320","24,506"
09:37:05,"1,268,341","19,987,108","1,650,585","9,736,793","216,868","1,066,563","24,537"
09:37:10,"1,269,748","19,991,909","1,653,276","9,736,645","217,111","1,067,140","24,556"
09:37:15,"1,271,647","19,961,448","1,656,263","9,720,790","217,390","1,068,558","24,583"
09:37:20,"1,273,265","19,992,085","1,659,097","9,716,874","217,691","1,069,981","24,609"
09:37:25,"1,275,166","20,004,053","1,662,106","9,741,421","217,989","1,071,373","24,633"
09:37:30,"1,276,719","19,994,604","1,664,660","9,741,586","218,299","1,072,400","24,660"
09:37:35,"1,278,443","20,003,523","1,667,974","9,745,172","218,654","1,073,583","24,691"
09:37:40,"1,279,809","20,014,611","1,670,746","9,765,966","218,994","1,074,734","24,719"
09:37:45,"1,281,633","20,009,316","1,673,894","9,750,730","219,304","1,075,731","24,758"
09:37:50,"1,282,959","20,026,784","1,676,408","9,762,880","219,567","1,077,490","24,780"
09:37:55,"1,284,395","20,014,690","1,679,018","9,767,335","219,878","1,079,311","24,808"
09:38:00,"1,285,696","20,021,270","1,681,435","9,770,534","220,160","1,081,087","24,832"
09:38:05,"1,286,986","20,013,450","1,683,847","9,771,239","220,414","1,081,942","24,854"
09:38:10,"1,289,194","20,001,245","1,687,097","9,767,757","220,656","1,084,503","24,879"
09:38:15,"1,290,875","20,019,924","1,690,172","9,778,362","220,920","1,085,335","24,909"
09:38:20,"1,292,264","20,024,893","1,692,756","9,795,542","221,209","1,086,104","24,935"
09:38:25,"1,293,637","20,033,426","1,695,440","9,798,106","221,533","1,087,243","24,961"
09:38:30,"1,295,884","20,022,603","1,698,768","9,773,564","221,770","1,088,127","24,986"
09:38:35,"1,297,179","20,030,758","1,701,441","9,791,535","222,023","1,088,985","25,010"
09:38:40,"1,298,480","20,042,662","1,703,846","9,776,958","222,333","1,090,197","25,043"
09:38:45,"1,300,028","20,020,237","1,706,633","9,780,148","222,558","1,091,025","25,067"
09:38:50,"1,302,029","20,017,578","1,709,591","9,752,861","222,852","1,093,005","25,101"
09:38:55,"1,303,457","20,034,135","1,712,168","9,784,185","223,127","1,093,913","25,130"
09:39:00,"1,304,897","20,062,330","1,714,711","9,779,880","223,497","1,095,759","25,172"
09:39:05,"1,306,260","20,059,060","1,717,135","9,807,357","223,734","1,096,631","25,202"
09:39:10,"1,308,574","20,035,555","1,720,520","9,769,442","224,056","1,097,927","25,235"
09:39:15,"1,310,191","20,051,251","1,723,378","9,779,417","224,260","1,098,709","25,252"
09:39:20,"1,312,123","20,039,022","1,726,434","9,769,877","224,652","1,100,572","25,290"
09:39:25,"1,313,452","20,038,424","1,729,010","9,778,229","224,922","1,101,784","25,311"
09:39:30,"1,315,151","20,044,278","1,731,718","9,782,261","225,277","1,103,375","25,352"
09:39:35,"1,316,624","20,009,096","1,734,333","9,780,636","225,644","1,104,818","25,389"
09:39:40,"1,318,322","20,060,434","1,737,435","9,794,040","225,967","1,106,460","25,423"
09:39:45,"1,319,995","19,999,561","1,740,260","9,749,718","226,348","1,110,591","25,504"
09:39:50,"1,321,680","20,008,258","1,743,214","9,763,827","226,733","1,112,284","25,551"
09:39:55,"1,323,413","20,027,472","1,746,155","9,769,604","227,186","1,115,340","25,592"
09:40:00,"1,325,106","20,034,096","1,749,044","9,807,068","227,487","1,116,338","25,615"
09:40:05,"1,326,533","20,031,433","1,751,750","9,834,893","227,767","1,118,138","25,635"
09:40:10,"1,327,951","20,011,273","1,754,416","9,816,838","228,026","1,119,721","25,659"
09:40:15,"1,329,413","20,007,391","1,756,829","9,818,736","228,244","1,120,326","25,680"
09:40:20,"1,330,866","20,015,633","1,759,453","9,814,142","228,529","1,121,702","25,712"
09:40:25,"1,332,353","20,015,082","1,762,055","9,851,264","228,808","1,122,600","25,740"
09:40:30,"1,333,577","20,051,222","1,764,471","9,833,810","229,116","1,123,671","25,778"
09:40:35,"1,335,080","20,052,682","1,766,974","9,813,934","229,342","1,124,429","25,801"
09:40:40,"1,336,540","20,048,475","1,769,654","9,830,040","229,621","1,126,055","25,828"
09:40:45,"1,337,618","20,064,277","1,772,046","9,840,623","229,892","1,126,782","25,853"
09:40:50,"1,339,011","20,063,040","1,774,774","9,854,698","230,186","1,128,047","25,889"
09:40:55,"1,340,711","20,063,664","1,777,865","9,856,944","230,474","1,129,902","25,917"
09:41:00,"1,342,251","20,078,779","1,780,634","9,855,755","230,767","1,131,436","25,949"
09:41:05,"1,343,936","20,061,591","1,783,381","9,841,788","231,074","1,132,961","25,975"
09:41:10,"1,345,477","20,065,617","1,786,090","9,829,739","231,434","1,134,507","26,015"
09:41:15,"1,346,764","20,072,479","1,788,600","9,828,195","231,730","1,136,296","26,042"
09:41:20,"1,348,153","20,077,613","1,791,163","9,828,605","232,000","1,138,106","26,066"
09:41:25,"1,349,673","20,076,792","1,793,855","9,833,058","232,228","1,139,251","26,087"
09:41:30,"1,351,007","20,065,001","1,796,392","9,838,951","232,450","1,140,059","26,106"
09:41:35,"1,352,371","20,060,265","1,798,847","9,828,354","232,690","1,141,233","26,125"
09:41:40,"1,353,747","20,084,163","1,801,287","9,834,027","232,937","1,142,416","26,146"
09:41:45,"1,355,913","20,039,428","1,804,721","9,826,140","233,238","1,143,340","26,175"
09:41:50,"1,357,108","20,036,339","1,807,176","9,833,964","233,483","1,145,285","26,215"
09:41:55,"1,358,614","20,084,022","1,809,663","9,844,721","233,689","1,146,966","26,251"
09:42:00,"1,359,795","20,103,537","1,812,019","9,859,863","233,970","1,148,363","26,280"
09:42:05,"1,361,588","20,089,125","1,815,052","9,857,592","234,211","1,150,265","26,316"
09:42:10,"1,362,994","20,064,184","1,817,797","9,857,749","234,480","1,152,928","26,356"
09:42:15,"1,364,493","20,087,933","1,820,377","9,867,349","234,750","1,155,183","26,401"
09:42:20,"1,366,124","20,087,332","1,823,184","9,863,159","235,006","1,156,789","26,429"
09:42:25,"1,367,616","20,085,472","1,825,841","9,860,400","235,368","1,158,874","26,472"
09:42:30,"1,369,452","20,084,693","1,828,943","9,868,935","235,657","1,160,792","26,514"
09:42:35,"1,371,040","20,104,802","1,831,719","9,876,591","235,919","1,161,930","26,536"
09:42:40,"1,372,825","20,094,257","1,834,779","9,862,907","236,235","1,163,164","26,563"
09:42:45,"1,374,154","20,095,918","1,837,239","9,863,276","236,513","1,165,218","26,604"
09:42:50,"1,375,392","20,124,907","1,839,633","9,876,330","236,744","1,165,901","26,625"
09:42:55,"1,376,842","20,127,911","1,842,400","9,889,547","237,006","1,166,942","26,652"
09:43:00,"1,377,863","20,134,484","1,844,706","9,881,443","237,271","1,167,945","26,676"
09:43:05,"1,378,849","20,144,233","1,846,924","9,890,101","237,476","1,168,455","26,697"
09:43:10,"1,380,641","20,133,019","1,849,881","9,887,793","237,688","1,169,491","26,714"
09:43:15,"1,381,922","20,134,312","1,852,620","9,900,196","237,909","1,170,281","26,738"
09:43:20,"1,383,266","20,138,530","1,855,337","9,891,165","238,239","1,170,996","26,773"
09:43:25,"1,384,706","20,114,488","1,858,104","9,872,901","238,511","1,171,925","26,802"
09:43:30,"1,386,219","20,090,588","1,860,760","9,861,605","238,779","1,172,548","26,826"
09:43:35,"1,387,832","20,136,179","1,863,402","9,888,342","239,031","1,173,497","26,860"
09:43:40,"1,389,135","20,136,957","1,865,785","9,882,355","239,283","1,174,574","26,883"
09:43:45,"1,390,251","20,152,160","1,867,882","9,888,116","239,588","1,175,395","26,911"
09:43:50,"1,391,759","20,144,747","1,870,508","9,899,283","239,850","1,176,763","26,940"
09:43:55,"1,393,016","20,150,556","1,872,864","9,895,662","240,143","1,178,793","26,967"
